;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; HTML; JavaScript; PHP; CSS; MySQL; HTML5; CSS3; CMS Wordpress;JavaScript;PHP; Git; Web-дизайн;CSS;1С-Битрикс; jQuery;Web Design; Веб-дизайн; SEO; Администрирование сайтов; Графический дизайн;Другие навыки
11;94;Senior / Middle web developer (Yii2)/WEB-разработчик;3.0;4.0;Колибри;2019-12-09T16:42:22+0300;"Senior / Middle web developer (Yii2)/WEB-разработчик (возможна удаленная работа) О проекте:  Мы работаем исключительно над одним проектом, разрабатываем маркетплейс услуг для частных клиентов и бизнеса (rtiger.com), география работы – РФ и ближайшее зарубежье, потом и др страны. Нам требуются сильные заинтересованные в развитии специалисты!   ВАЖНО: если у Вас имеется большой опыт работы, мы с радостью рассмотрим варианты сотрудничества, откликайтесь, условия сотрудничества мы готовы обсуждать, нам требуются очень грамотные разработчики!   Обязанности:   Разработка сервиса;   Продумывание и проектирование архитектуры системы;   Проработка структуры баз данных и их оптимизация;   Оптимизация узких мест в системе;   Участие в codereview;   Быть вовлеченным в развитии и становлении процессов проекта.     Требования:   Опыт разработки web сервисов от 3 лет;   Хорошее знание PHP 7.x и его особенностей;   Понимание и умение использовать паттерны проектирования;   Опыт разработки проектов на любом из фреймворков: Symfony, Yii2, Laravel;   Желательно иметь опыт работы с Yii2. Понимать все плюсы и минусы фреймворка и грамотно их использовать,   Хорошие знания Mysql и PostgreSql. Иметь опыт в оптимизации структуры БД;   Желательно иметь опыт работы с высоконагруженными системами;   Умение писать Unit-тесты.   Понимание принципов CI/CD.   Умение быстро адаптироваться к новым средствам разработки, чужому коду.   Умение работать в распределенной команде.     Условия:  возможна удаленная работа. Карьерный и профессиональный рост. Офис в центре СПб, Петроградская наб. Размер заработной платы обсуждается по результатам собеседования.    Дополнительные инструкции:  пожалуйста будьте готовы перечислить проекты по которым вы работали и передать нам на рассмотрение примеры своего кода. претендентам может быть выдано тестовое задание. ";  возможна удаленная работа. Карьерный и профессиональный рост. Офис в центре СПб, Петроградская наб. Размер заработной платы обсуждается по результатам собеседования.    Дополнительные инструкции:  пожалуйста будьте готовы перечислить проекты по которым вы работали и передать нам на рассмотрение примеры своего кода. претендентам может быть выдано тестовое задание. ;Опыт разработки web сервисов от 3 лет. Хорошее знание PHP 7.x и его особенностей. Понимание и умение использовать паттерны...;Разработка сервиса. Продумывание и проектирование архитектуры системы. Проработка структуры баз данных и их оптимизация. Оптимизация узких мест в системе. ;"Работа в команде; про-активность; PHP; Yii; PostgreSQL; Git; Linux; HTML; SQL; HTML5; Ориентация на результат; Redis";294;0.10344827586206896;Другие web;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
12;67;Веб-разработчик (веб-программист);3.0;3.0;Сайт-Мастер;2019-11-27T10:18:19+0300;"Компания «Сайт-Мастер» занимается созданием и доработкой сайтов. В связи с расширением техотдела в нашу команду требуется опытный веб-разработчик (веб-программист, backend):   От вас требуется:  Знание PHP, MySQL; Знание CMS (в основном работаем с OpenCart, WP); Уметь натянуть готовую верстку на движок; Разработка или доработка существующих компонентов или модулей для различных CMS (в приоритете WordPress, OpenCart); Знание фреймворков будет преимуществом.  Все процессы в компании давно отлажены, задачи ставятся в CRM с четким и понятным ТЗ.   Должностные обязанности:  Сборка новых сайтов на CMS, в основном интеграция, т.к. верстку делают front-end специалисты; Доработка существующих сайтов.    Мы предлагаем:  Уютный лофт в центре города (2 мин. от метро «Петроградская») Выплата з/п 2 раза в месяц, без задержек, в соответствии с KPI; График работы: гибкий ~9:00-19:00, посещение офиса не менее 25 часов в неделю; Оформление по ТК РФ (отпуска, больничные, выходные в праздники и т.д.); Комфортное рабочее место: пару мониторов, кресло, быстрый ПК; Чай, кофе, чилаут и все такое.  Возможен вариант удаленного сотрудничества. Для этого имеется вся необходимая инфраструктура: CRM, ServiceDesk, IP-телефония.";"  Уютный лофт в центре города (2 мин. от метро «Петроградская») Выплата з/п 2 раза в месяц, без задержек, в соответствии с KPI; График работы: гибкий ~9:00-19:00, посещение офиса не менее 25 часов в неделю; Оформление по ТК РФ (отпуска, больничные, выходные в праздники и т.д.); Комфортное рабочее место: пару мониторов, кресло, быстрый ПК; Чай, кофе, чилаут и все такое.  Возможен вариант удаленного сотрудничества. Для этого имеется вся необходимая инфраструктура: CRM, ServiceDesk, IP-телефония.";Знание PHP, MySQL. Знание CMS (в основном работаем с OpenCart, WP). Уметь натянуть готовую верстку на движок. Разработка или доработка...;Сборка новых сайтов на CMS, в основном интеграция, т.к. верстку делают front-end специалисты. Доработка существующих сайтов.;"HTML; CSS; Joomla CMS; JavaScript; Adobe Photoshop; CMS Wordpress; MySQL; PHP5; PHP; HTML5; ООП; modx";367;0.5172413793103449;Другие web;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
13;86;Java Web developer (Middle);2.0;3.0;Айфьючер;2019-12-10T10:16:19+0300;"Наша компания - разработчик высоконагруженного ПО ищет к себе в команду людей, желающих поработать с узкоспециализированным highload продуктом, заниматься технически-сложными и интересными задачами, готовых вносить свои идеи в развитие продукта, обмениваться опытом с коллегами. В компании много реализуемых проектов и в каждый из них мы ищем разработчиков. Наша команда занимается собственной разработкой highload сервисов и серии приложений, ориентированных на рынок Европы и СНГ. В компании решается полный спектр задач от проектирования архитектуры до разработки и дальнейшего сопровождения продукта. Мы стараемся всегда быть в курсе тенденций и новых технологий.   Обязанности:  Участие в разработке высоконагруженного сайта (backend/frontend); Оформление работы согласно принятым в компании стилям и требованиям к коду; Участие в разработке архитектурных решений; Взаимодействие с менеджерами проектов, заказчиками, билд-менеджерами, тестировщиками.  Требования:  Знание Java 8 (core); Опыт работы с Javascript; CSS(LESS); Опыт написания Unit тестов.  Дополнительными преимуществами будет являться опыт работы с:  Знание Spring Framework; Опыт разработки коммерческих сайтов; Patterns; Multithreading, Profiling , Messaging, RPC, REST; Groovy; React JS, Typescript; GruntJs, Webpack, Gulp; Maven, Ant, Git.  Условия:  Комфортный офис не в open space; Заработная плата обсуждается по итогам собеседования; Оформление по ТК РФ с первого рабочего дня. Компенсация любого спорта/фитнеса; Корпоративный ДМС + стоматология; Оплата профильного обучения (курсы, конференции, вэбинары, учебники и пр.); Гибкий график работы, присутственные часы с 11 до 17; Чай/кофе и еженедельные корпоративные мероприятия, велопарковка, шашки, настольные игры, турники в офисе; Офис в 5 мин. от ст. м. Старая Деревня. ";"  Комфортный офис не в open space; Заработная плата обсуждается по итогам собеседования; Оформление по ТК РФ с первого рабочего дня. Компенсация любого спорта/фитнеса; Корпоративный ДМС + стоматология; Оплата профильного обучения (курсы, конференции, вэбинары, учебники и пр.); Гибкий график работы, присутственные часы с 11 до 17; Чай/кофе и еженедельные корпоративные мероприятия, велопарковка, шашки, настольные игры, турники в офисе; Офис в 5 мин. от ст. м. Старая Деревня. ";Знание Java 8 (core). Опыт работы с Javascript. CSS(LESS). Опыт написания Unit тестов. Знание Spring Framework. Опыт разработки коммерческих...;Участие в разработке высоконагруженного сайта (backend/frontend). Оформление работы согласно принятым в компании стилям и требованиям к коду. ;;386;0.06896551724137931;Другие web;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
14;96;Web-программист - инструктор;4.0;5.0;FastLane, IT тренинг и консалтинг;2019-12-09T18:58:51+0300;Группа компаний Фаст Лейн занимается высокотехнологичным консалтингом, разработкой и обучение в области информационных технологий. Наша компания работает более 12 лет на рынке России, показывая постоянный рост и профессиональное развитие. Фокус работы нашей компании – самые современные технологии и сложные задачи в области ИТ.Почему у нас работать хорошо.  Мы предлагаем уникальные возможности профессионального роста и обучения за счет компании. Посмотрите на нашем сайте какой объем актуальных компетенций у нас есть. Такого не предлагает больше ни одна компания в России. У нас белая компания, все официально и мы любим наших сотрудников. У нас адекватное руководство из ИТ сферы, поэтому можно говорить на одном языке и есть полное понимание работы со стороны руководства. Мы допускаем гибкий график работы (в вакансии указан полный, но вопрос обсуждается). Сейчас мы начинаем развивать тему консалтинга и обучения в области современной web разработки. В связи с этим появилась указанная вакансия.Обратите внимание. Это вакансия хотя и выглядит как вакансия веб разработчика (и такие задачи тоже будут), но вакансия предполагает, работу инструктора-консультанта. То есть, необходимо не только уметь делать то, что описано ниже, но и быть готовым преподавать эти знания на краткосрочных курсах, делиться опытом со слушателями.Поэтому с приоритетом ноль стоит готовность кандидата выступать перед аудиторией (до 10 человек, обычно), готовность общаться и презентовать свои знания.В целом, мы ищем FullStack, но вариант с Front End, желающего развиваться мы тоже рассматриваем.Требования к кандидату  Опыт разработки сайтов с хорошим пониманием HTML/CSS, JavaScript, PHP Опыт интеграции различных фреймворков адаптивной верстки (Bootstrap желателен). Опыт работы с Node.js и другими популярными решениями jQuery, React JS... Понимание как работают веб-службы Restful Опыт оптимизации и комперессией кода, владение инструментами оптимизации Опыт использования систем контроля версий, тикетов и управления разработкой. Готовность учиться за наш счет :-) всему самому крутому в мире ИТ и web разработки. Будет очень круто:  Опыт Progressive Web Apps. Опыт верстки. Понимание аспектов DevOps, опыт работы с разными хостингами, в том числе - AWS/Google for business Понимание принципов работы DNS, MX, спам фильтров, контейнеров и других сущностей вокруг сайтов. Большим преимуществом будет уверенное владение английским языком.Работа позволяет комбинировать офисные часы с гибким графиком.;;Опыт разработки сайтов с хорошим пониманием HTML/CSS, JavaScript, PHP. Опыт интеграции различных фреймворков адаптивной верстки (Bootstrap желателен). ;" HTML; JavaScript; PHP; CSS; MySQL";"Bootstrap; JavaScript; jQuery; Node.js; CSS3; PHP; PHP5; HTML; HTML5; Ajax; phpMyAdmin; Веб-программирование; Кроссбраузерная верстка; MySQL; SQL";396;0.06896551724137931;Другие web;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;0;Web-программист;2.0;3.0;Медиа технологии;2019-11-19T10:47:44+0300;Студия интернет-маркетинга ищет программиста ( junior) для работы над нашими проектами. Обязанности:  программирование web-сайтов и приложений (Next.js, Node.js. Laravel) доработки существующих клиентских проектов на 1С-Битрикс, Opencart  Требования:  Знание js, php, mysql Ответственность Системность Желание учиться и развиваться профессионально  Условия:  Работа в офисе в центре Екатеринбурга Рабочий день с 9 до 18 Чай, кофе, дартс, настольный футбол Перспективы профессионального роста  Заработная плата - конкурентная. Точный размер заработной платы определяется в зависимости от вашего текущего уровня знаний и умений.;  Работа в офисе в центре Екатеринбурга Рабочий день с 9 до 18 Чай, кофе, дартс, настольный футбол Перспективы профессионального роста  Заработная плата - конкурентная. Точный размер заработной платы определяется в зависимости от вашего текущего уровня знаний и умений.;Знание js, php, mysql. Ответственность. Системность. Желание учиться и развиваться профессионально.;Программирование web-сайтов и приложений (Next.js, Node.js. Laravel). Доработки существующих клиентских проектов на 1С-Битрикс, Opencart.;"MySQL; JavaScript; PHP; PHP5; HTML";400;0.7931034482758621;Другие web;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
16;33;Web-разработчик;2.0;3.0;УДПО Международный институт технических инноваций;2019-12-12T09:30:05+0300;В нашу группу компаний входит пять различных бизнесов. Сегодня мы хотим организовать комплексный интернет-маркетинг: создание и продвижение web-проектов в поисковых системах, контекстная реклама (Яндекс.Директ и Google.Adwords), реклама в социальных сетях. Для реализации этих целей нам нужен Web-разработчик Обязанности:  Самостоятельное ведение проектов по разработке программных продуктов. Взаимодействие с внутренними заказчиками и руководителем проектного офиса, согласование требований к продукту Управление проектным бэклогом и приоритетами задач. Обсуждение задач с командой разработки, нахождение оптимальных технических решений, составление технических заданий. Тестирование и контроль выполнения работ. Сопровождение процесса запуска и передачи готовых решений в эксплуатацию. Помощь в локализации технических проблем, возникающих при эксплуатации продуктов и сервисов. Составление и сопровождение автоматизированных тестов (на основе имеющейся системы автоматизированного тестирования). Обновление документации.  Требования:  Опыт работы менеджером по разработке интернет-проектов от 2 лет. Опыт взаимодействия с командой разработчиков (постановка задач, контроль выполнения, тестирование и т.д.) Умение организовать собственную работу, управлять своим временем, расставлять приоритеты и работать в условиях многозадачности. Умение самостоятельно анализировать и принимать решения. Высокий уровень ответственности. Понимание технологической составляющей и процесса разработки интернет-проектов. Опыт ручного тестирования веб-продуктов. Умение пользоваться инструментами отладки браузера. Хорошие знания HTML+CSS (уметь разобраться в коде чужого сайта). Базовые знания JS. Способность прочитать и понять не сложный JS-код, написать простой скрипт. Опыт работы с SQL, способность писать sql-запросы с использованием GROUP BY, HAVING, IF, LEFT JOIN, UNION Знание Английского, достаточное для чтения технической документации. Желание обучаться новому.  Будет плюсом:  Опыт управления процессом создания сайтов с нуля. Опыт взаимодействия с дизайнерами, понимание лучших практик usability при проектировании web-интерфейсов. Навыки прототипирования веб-интерфейсов. Опыт работы в качестве QA или разработчика.  Условия работы:  Официальное трудоустройство согласно ТК РФ Официальный и стабильный доход. Премия по результатам работы. График работы: пятидневка (с пн по пт), в удобном режиме Место работы: ул. Коминтерна Возможность профессионального роста, реализации своих идей. ;;Опыт работы менеджером по разработке интернет-проектов от 2 лет. Опыт взаимодействия с командой <highlighttext>разработчиков</highlighttext> (постановка задач, контроль выполнения, тестирование...;Самостоятельное ведение проектов по разработке программных продуктов. Взаимодействие с внутренними заказчиками и руководителем проектного офиса, согласование требований к продукту. ;"HTML; CSS; Управление проектами; Интернет-реклама; Проектирование пользовательских интерфейсов";433;0.0;Другие web;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
17;47;Web-разработчик;1.0;1.0;Кадровик;2019-12-11T14:17:40+0300;"В ИТ - компанию, работающую с 2017 года над созданием функциональной и децентрализованной аналитической платформы, объединяющий участников финансового рынка для поддержания и усовершенствования процесса принятия инвестиционных решений, требуется Web-разработчик. Обязанности:  Разработка WEB страниц основного и мобильного сайтов Контроль размещения тегов на страницах сайта Контроль работоспособности сайта Написание JS скриптов и реактивных компонентов для пользовательского интерфейса;  Требования: Уверенное знание HTML, CSS, JS (JQuery). Опыт работы в верстке от 1 года, включая опыт адаптивой и кроссбраузерной верстки. Умение и желание работать в команде. Ответственно подходить к реализации задач и адекватно планировать сроки. Наличие портфолио. Приветствуется, но не обязательно (для обеспечения взаимозаменяемости членов команды): - Знание vue.js, PHP, какого-либо препроцессора (SASS, LESS), git. - Понимание методологии БЭМ (BEM). - Опыт работы с npm и/или bower, опыт Front-end разработки и интеграции с Back-end. - Желание расти до full-стек программиста. Условия: - График работы: Пн-Пт с 10-00 до 19-00. - Уровень з/п: оклад + премия. - Зарплата точно в срок 2 раза в месяц. - Работа в профессиональной команде. - Перспективы карьерного роста.    "; - График работы: Пн-Пт с 10-00 до 19-00. - Уровень з/п: оклад + премия. - Зарплата точно в срок 2 раза в месяц. - Работа в профессиональной команде. - Перспективы карьерного роста.    ;...с npm и/или bower, опыт Front-end разработки и интеграции с Back-end. - Желание расти до full-стек <highlighttext>программиста</highlighttext>.;Разработка WEB страниц основного и мобильного сайтов. Контроль размещения тегов на страницах сайта. Контроль работоспособности сайта. Написание JS скриптов и...;"jQuery; Git; JavaScript; Less; CSS";447;0.034482758620689655;Другие web;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
18;79;Web-Программист;2.0;4.0;Медиа технологии;2019-12-10T15:50:47+0300;Студия Интернет-маркетинга ищет web-программиста уровня middle. Наши клиенты - это малый и средний бизнес, мы разрабатываем интернет-магазины с нетиповым функционалом, службы доставки, мобильные приложения. Основные задачи, с которыми придется сталкиваться - разработка новых проектов + сопровождение и развитие существующих. Обязанности:   разработка и доработка интернет-сайтов (React.js, 1C-Битрикс, Opencart) и приложений   Настройка интеграций через API   Требования:   знание php, js   готовность учиться и осваивать новое   ответственность, пунктуальность   опыт работы от 1 года.   Условия:   Работа в офисе в центре Екатеринбурга, возможен индивидуальный график.   оплата: оклад + премия по проектам   интересные проекты   уютный офис   вкусный кофе и чай   настольный футбол   дружный коллектив   обучение   возможность профессионального роста  ;   Работа в офисе в центре Екатеринбурга, возможен индивидуальный график.   оплата: оклад + премия по проектам   интересные проекты   уютный офис   вкусный кофе и чай   настольный футбол   дружный коллектив   обучение   возможность профессионального роста  ;Знание php, js. Готовность учиться и осваивать новое. Ответственность, пунктуальность. Опыт работы от 1 года.;Разработка и доработка интернет-сайтов (React.js, 1C-Битрикс, Opencart) и приложений. Настройка интеграций через API.;"PHP; HTML; JavaScript; MySQL; CSS; jQuery; 1С-Битрикс; opencart; SEO; HTML5; SQL; CSS3; Ajax; react.js; Node.js";479;0.06896551724137931;Другие web;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
19;54;Старший веб-разработчик;4.0;5.0;Прософт-Системы;2019-12-09T09:30:25+0300;"Инженерная компания Прософт-Системы приглашает Старшего веб-разработчика (fullstack) в группу по разработке системы учета энергоресурсов. Программный комплекс Энергосфера является специализированным продуктом для систем АИИС КУЭ, АСТУЭ и КСУЭР. С помощью данного ПК можно не только систематизировать данные за прошлые периоды, но и получить прогноз потребления энергоресурсов на заданный интервал вперед. А при использовании на тепло-, гидро- или солнечных электростанциях - рассчитать показатели генерации для получения ожидаемых объемов выработки. Энергосфера обладает уникальными особенностями и возможностями. Основные задачи:​​​ Мы ищем опытного веб-разработчика, который займется сопровождением и развитием web-приложения на всех уровнях - от серверной логики до клиентского кода в браузере, от архитектуры до кодирования. Пожелания к кандидату:  Высшее техническое образование; Уверенное владение С#; Общее знание JS, iQuery, HTML, CSS, SQL; Опыт разработки веб-приложений на ASP.Net MVC; Опыт использования ORM и понимание влияния ORM на СУБД; Навыки командной работы, CI.  Будет плюсом:  Опыт руководства группой веб-разработчиков; Навыки работы с библиотеками NHibernate, NUnit, Angular; Умение применять TDD без фанатизма; Знакомство с предметной областью (энергоучет).  Условия:  Заработная плата: оклад + квартальные премии, стартовые условия обсуждаются в зависимости от квалификации, опыта работы; Трудовые отношения в полном соответствии с ТК РФ; ДМС, компенсация спортивного абонемента. ";"  Заработная плата: оклад + квартальные премии, стартовые условия обсуждаются в зависимости от квалификации, опыта работы; Трудовые отношения в полном соответствии с ТК РФ; ДМС, компенсация спортивного абонемента. ";Навыки командной работы, CI. Будет плюсом: Опыт руководства группой веб-<highlighttext>разработчиков</highlighttext>. Навыки работы с библиотеками NHibernate, NUnit, Angular. ;С помощью данного ПК можно не только систематизировать данные за прошлые периоды, но и получить прогноз потребления энергоресурсов на заданный...;"ASP.NET; JavaScript; C#; .NET Framework; SQL";554;0.10344827586206896;Другие web;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
20;5;Web-программист;2.0;3.0;К Телеком,ООО;2019-12-06T09:27:53+0300;"Мы еще не знакомы? Тогда немного о нашей Компании… Компания «К Телеком» на телекоммуникационном рынке уже более 10 лет, мы предоставляем свои услуги в более чем 80-ти городах Свердловской, Челябинской областях и Пермском крае. Более 90 000 абонентов пользуются нашими услугами, более 500 сотрудников работают в нашей Компании. Какие услуги предоставляет наша Компания?  высокоскоростной безлимитный интернет; местная, внутризоновая, междугородная и международная телефонная связь; виртуальная АТС; организация виртуальных частей сетей (VPN); Wi-Fi Hot Spot; «умное» видеонаблюдение; программное обеспечение: Облачная 1С, антивирус; Co-location (размещение оборудования).  Что мы ждем от кандидата?  Если ты хорошо знаком с Wordpress: опыт разработки тем, знание стандартов разработки под WP Если тебе известны такие языки, как PHP, HTML, CSS, JS Если тебя не пугает работа с git Если ты нацелен на результат и ты желаешь развиваться,  тогда ТЫ точно подходишь НАМ! Чем Ты будешь заниматься? Твоими основными продуктами деятельности станут - сайты Компании, Тебе предстоит:  Производить верстку лендингов по готовому дизайну Заниматься разработкой web-интерфейсов Верстать,учитывая тонкости работы разных браузеров Разрабатывать и дорабатывать функционал web-приложений Компании  а также участвовать в разработке новых проектов Компании Почему именно МЫ? Работая в нашей компании, Ты получаешь  Официальное трудоустройство согласно ТК РФ; Официальный и стабильный доход; Компенсацию питания; Работу в молодом и дружном коллективе; Возможность профессионального и карьерного роста и возможность реализации своих идей.  Где Ты будешь работать? В современном комфортабельном офисе в Пионерском районе (ост. Современник) Также на территории офиса имеется бесплатная охраняемая парковка  ";Если ты хорошо знаком с Wordpress: опыт разработки тем, знание стандартов разработки под WP. Если тебе известны такие языки, как...;Высокоскоростной безлимитный интернет. Местная, внутризоновая, междугородная и международная телефонная связь. Виртуальная АТС. Организация виртуальных частей сетей (VPN). Wi-Fi Hot...;"CSS; HTML; Git; Web-дизайн; Web Design; Создание сайтов";;605;0.20689655172413793;Другие web;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
